prdt_type,brand,milestone,target_group,campaign_month,selected_qty,mailed_count,response_count,response_sales_amt,cust_segment,response_rate_percentage,sales_per_mailed
Prdt-2,B,12 Months,Targeted,JUNE,1556,1556,48,10792.45,EGRecallSV12TXNVCA,3.0848329048843186,6.936021850899744
Prdt-2,B,12 Months,Control,JUNE,173,173,5,1179.3,EGRecallSV12TXNVCAControl,2.8901734104046244,6.816763005780347
Prdt-2,B,15 Months,Targeted,JUNE,5323,5323,129,35375.75,EGRecallMV14,2.4234454255119293,6.645829419500282
Prdt-2,B,15 Months,Targeted,JUNE,365,365,13,1999.07,EGRecallMV14CA,3.5616438356164384,5.476904109589041
Prdt-2,B,15 Months,Control,JUNE,40,40,1,6.98,EGRecallMV14CAControl,2.5,0.17450000000000002
Prdt-2,B,15 Months,Control,JUNE,591,591,11,3651.42,EGRecallMV14Control,1.8612521150592216,6.178375634517766
Prdt-2,B,15 Months,Targeted,JUNE,627,627,15,4119.39,EGRecallMV14TXNV,2.3923444976076556,6.57
Prdt-2,B,15 Months,Control,JUNE,70,70,1,5.99,EGRecallMV14TXNVControl,1.4285714285714286,0.08557142857142858
Prdt-2,B,15 Months,Targeted,JUNE,7409,7409,209,40561.94,EGRecallSV14,2.8208935078958026,5.4746848427588075
Prdt-2,B,15 Months,Control,JUNE,823,823,19,3900.36,EGRecallSV14Control,2.3086269744835968,4.739198055893074
Prdt-2,B,15 Months,Targeted,JUNE,1616,1616,43,7271.25,EGRecallSV14TXNVCA,2.660891089108911,4.499535891089109
Prdt-2,B,15 Months,Control,JUNE,179,179,4,605.14,EGRecallSV14TXNVCAControl,2.2346368715083798,3.3806703910614524
Prdt-2,B,18 Months,Targeted,JUNE,5722,5722,133,39991.62,EGRecallMV16,2.3243621111499477,6.989098217406502
Prdt-2,B,18 Months,Targeted,JUNE,338,338,8,1390.41,EGRecallMV16CA,2.366863905325444,4.113639053254438
Prdt-2,B,18 Months,Control,JUNE,38,38,2,443.97,EGRecallMV16CAControl,5.263157894736842,11.68342105263158
Prdt-2,B,18 Months,Control,JUNE,636,636,13,4554.02,EGRecallMV16Control,2.044025157232704,7.160408805031447
Prdt-2,B,18 Months,Targeted,JUNE,733,733,20,4837.73,EGRecallMV16TXNV,2.728512960436562,6.5999045020463845
Prdt-2,B,18 Months,Control,JUNE,81,81,1,273.0,EGRecallMV16TXNVControl,1.2345679012345678,3.3703703703703702
Prdt-2,B,18 Months,Targeted,JUNE,2963,2963,73,21343.0,EGRecallMV18,2.463719203509956,7.203172460344246
Prdt-2,B,18 Months,Targeted,JUNE,134,134,4,1323.36,EGRecallMV18CA,2.9850746268656714,9.875820895522388
Prdt-2,B,18 Months,Control,JUNE,15,15,0,0.0,EGRecallMV18CAControl,0.0,0.0
Prdt-2,B,18 Months,Control,JUNE,329,329,4,1002.87,EGRecallMV18Control,1.21580547112462,3.048237082066869
Prdt-2,B,18 Months,Targeted,JUNE,377,377,7,1853.48,EGRecallMV18TXNV,1.8567639257294428,4.916392572944297
Prdt-2,B,18 Months,Control,JUNE,42,42,2,871.94,EGRecallMV18TXNVControl,4.761904761904762,20.76047619047619
Prdt-2,B,18 Months,Targeted,JUNE,8821,8821,219,44082.71,EGRecallSV16,2.4827117106903978,4.99747307561501
Prdt-2,B,18 Months,Control,JUNE,980,980,21,4559.29,EGRecallSV16Control,2.142857142857143,4.652336734693877
Prdt-2,B,18 Months,Targeted,JUNE,2005,2005,44,8749.17,EGRecallSV16TXNVCA,2.1945137157107233,4.363675810473816
Prdt-2,B,18 Months,Control,JUNE,223,223,4,564.42,EGRecallSV16TXNVCAControl,1.7937219730941705,2.531031390134529
Prdt-2,B,18 Months,Targeted,JUNE,4223,4223,110,22511.14,EGRecallSV18,2.604783329386692,5.330603836135449
Prdt-2,B,18 Months,Control,JUNE,469,469,8,1788.23,EGRecallSV18Control,1.7057569296375266,3.8128571428571427
Prdt-2,B,18 Months,Targeted,JUNE,855,855,20,4396.68,EGRecallSV18TXNVCA,2.3391812865497075,5.142315789473685
Prdt-2,B,18 Months,Control,JUNE,95,95,3,454.05,EGRecallSV18TXNVCAControl,3.1578947368421053,4.779473684210527
Prdt-2,B,21 Months,Targeted,JUNE,5060,5060,111,40176.77,EGRecallMV20,2.1936758893280635,7.940073122529643
Prdt-2,B,21 Months,Targeted,JUNE,256,256,5,891.94,EGRecallMV20CA,1.953125,3.484140625
Prdt-2,B,21 Months,Control,JUNE,28,28,0,0.0,EGRecallMV20CAControl,0.0,0.0
Prdt-2,B,21 Months,Control,JUNE,562,562,11,4266.3,EGRecallMV20Control,1.9572953736654803,7.591281138790036
Prdt-2,B,21 Months,Targeted,JUNE,701,701,17,3901.92,EGRecallMV20TXNV,2.4251069900142657,5.566219686162625
Prdt-2,B,21 Months,Control,JUNE,78,78,0,0.0,EGRecallMV20TXNVControl,0.0,0.0
Prdt-2,B,21 Months,Targeted,JUNE,7009,7009,157,33733.91,EGRecallSV20,2.2399771722071624,4.812941931801969
Prdt-2,B,21 Months,Control,JUNE,779,779,16,2564.29,EGRecallSV20Control,2.053915275994865,3.2917715019255454
Prdt-2,B,21 Months,Targeted,JUNE,1512,1512,33,6964.12,EGRecallSV20TXNVCA,2.1825396825396823,4.6058994708994705
Prdt-2,B,21 Months,Control,JUNE,168,168,3,879.99,EGRecallSV20TXNVCAControl,1.7857142857142856,5.238035714285714
Prdt-2,B,24 Months,Targeted,JUNE,5344,5344,159,52203.2,EGRecallMV22,2.9752994011976046,9.768562874251497
Prdt-2,B,24 Months,Targeted,JUNE,260,260,7,1886.7,EGRecallMV22CA,2.6923076923076925,7.256538461538462
Prdt-2,B,24 Months,Control,JUNE,29,29,1,395.0,EGRecallMV22CAControl,3.4482758620689653,13.620689655172415
Prdt-2,B,24 Months,Control,JUNE,594,594,8,2156.85,EGRecallMV22Control,1.3468013468013467,3.631060606060606
Prdt-2,B,24 Months,Targeted,JUNE,665,665,15,5125.23,EGRecallMV22TXNV,2.2556390977443606,7.707112781954886
Prdt-2,B,24 Months,Control,JUNE,74,74,2,662.92,EGRecallMV22TXNVControl,2.7027027027027026,8.958378378378377
Prdt-2,B,24 Months,Targeted,JUNE,4799,4799,143,48580.33,EGRecallMV24,2.9797874557199417,10.123011043967493
Prdt-2,B,24 Months,Targeted,JUNE,155,155,6,1115.93,EGRecallMV24CA,3.870967741935484,7.199548387096774
Prdt-2,B,24 Months,Control,JUNE,17,17,0,0.0,EGRecallMV24CAControl,0.0,0.0
Prdt-2,B,24 Months,Control,JUNE,533,533,12,5494.53,EGRecallMV24Control,2.25140712945591,10.308686679174484
Prdt-2,B,24 Months,Targeted,JUNE,574,574,14,5557.63,EGRecallMV24TXNV,2.4390243902439024,9.682282229965157
Prdt-2,B,24 Months,Control,JUNE,64,64,2,597.92,EGRecallMV24TXNVControl,3.125,9.3425
Prdt-2,B,24 Months,Targeted,JUNE,8138,8138,208,46574.46,EGRecallSV22,2.5559105431309903,5.723084295895798
Prdt-2,B,24 Months,Control,JUNE,904,904,17,3715.82,EGRecallSV22Control,1.8805309734513276,4.110420353982301
Prdt-2,B,24 Months,Targeted,JUNE,1605,1605,28,5450.2,EGRecallSV22TXNVCA,1.7445482866043613,3.3957632398753894
Prdt-2,B,24 Months,Control,JUNE,178,178,1,55.0,EGRecallSV22TXNVCAControl,0.5617977528089888,0.3089887640449438
Prdt-2,B,24 Months,Targeted,JUNE,6266,6266,148,34609.73,EGRecallSV24,2.3619533992977977,5.523416852856688
Prdt-2,B,24 Months,Control,JUNE,696,696,15,3651.86,EGRecallSV24Control,2.1551724137931036,5.246925287356322
Prdt-2,B,24 Months,Targeted,JUNE,1160,1160,22,4477.65,EGRecallSV24TXNVCA,1.896551724137931,3.8600431034482754
Prdt-2,B,24 Months,Control,JUNE,129,129,5,1374.26,EGRecallSV24TXNVCAControl,3.875968992248062,10.653178294573644
Prdt-2,B,27 Months,Targeted,JUNE,5025,5025,94,32188.83,EGRecallMV26,1.8706467661691544,6.405737313432836
Prdt-2,B,27 Months,Targeted,JUNE,132,132,1,179.95,EGRecallMV26CA,0.7575757575757576,1.3632575757575758
Prdt-2,B,27 Months,Control,JUNE,15,15,0,0.0,EGRecallMV26CAControl,0.0,0.0
Prdt-2,B,27 Months,Control,JUNE,558,558,9,2997.09,EGRecallMV26Control,1.6129032258064515,5.3711290322580645
Prdt-2,B,27 Months,Targeted,JUNE,698,698,10,3707.72,EGRecallMV26TXNV,1.4326647564469914,5.311919770773638
Prdt-2,B,27 Months,Control,JUNE,78,78,3,723.95,EGRecallMV26TXNVControl,3.8461538461538463,9.281410256410258
Prdt-2,B,27 Months,Targeted,JUNE,6694,6694,117,24803.45,EGRecallSV26,1.7478338810875411,3.705325664774425
Prdt-2,B,27 Months,Control,JUNE,743,743,17,4307.47,EGRecallSV26Control,2.2880215343203227,5.797402422611037
Prdt-2,B,27 Months,Targeted,JUNE,1150,1150,18,4367.07,EGRecallSV26TXNVCA,1.565217391304348,3.7974521739130433
Prdt-2,B,27 Months,Control,JUNE,128,128,3,277.9,EGRecallSV26TXNVCAControl,2.34375,2.17109375
Prdt-2,B,27 Months,Targeted,JUNE,24341,24341,398,46418.56,EGW_Pre_RecallEM,1.6351012694630458,1.907011215644386
Prdt-2,B,27 Months,Control,JUNE,1281,1281,26,3800.29,EGW_Pre_RecallEM_Control,2.029664324746292,2.966658860265418
Prdt-2,B,12 Months,Control,NOVEMBER,5558,363,9,1439.95,NVIPC640-Recall-CG,2.479338842975207,3.9668044077134987
Prdt-2,B,12 Months,Targeted,NOVEMBER,50066,3277,156,32333.37,NVIPC640-Recall-TG,4.760451632590784,9.866759231003966
Prdt-2,B,12 Months,Control,NOVEMBER,2736,215,13,2974.4,NVIPC644-Recall-CG,6.046511627906977,13.834418604651162
Prdt-2,B,12 Months,Targeted,NOVEMBER,24652,1687,76,24236.94,NVIPC644-Recall-TG,4.5050385299347955,14.366887966804978
Prdt-2,B,12 Months,Control,NOVEMBER,2688,188,8,2088.34,NVIPC645-Recall-CG,4.25531914893617,11.108191489361703
Prdt-2,B,12 Months,Targeted,NOVEMBER,24220,1744,91,27325.24,NVIPC645-Recall-TG,5.217889908256881,15.668142201834863
Prdt-2,B,12 Months,Control,NOVEMBER,1426,99,1,315.98,NVIPC646-Recall-CG,1.0101010101010102,3.1917171717171717
Prdt-2,B,12 Months,Targeted,NOVEMBER,12868,876,34,12205.86,NVIPC646-Recall-TG,3.881278538812785,13.933630136986302
Prdt-2,B,12 Months,Control,NOVEMBER,844,59,2,552.95,NVIPC647-Recall-CG,3.389830508474576,9.372033898305085
Prdt-2,B,12 Months,Targeted,NOVEMBER,7626,642,22,5985.38,NVIPC647-Recall-TG,3.4267912772585665,9.323021806853582
Prdt-2,B,12 Months,Control,NOVEMBER,4636,345,13,2318.71,NVIPC650-Recall-CG,3.768115942028986,6.7208985507246375
Prdt-2,B,12 Months,Targeted,NOVEMBER,62631,3011,109,20325.14,NVIPC650-Recall-TG,3.6200597808037194,6.750295582862836
Prdt-2,B,12 Months,Control,NOVEMBER,3632,254,11,2034.68,NVIPC651-Recall-CG,4.330708661417323,8.010551181102363
Prdt-2,B,12 Months,Targeted,NOVEMBER,32732,2208,64,11440.19,NVIPC651-Recall-TG,2.898550724637681,5.181245471014493
Prdt-2,B,15 Months,Control,NOVEMBER,2779,395,13,2183.1,NVIPC640-Recall-CG,3.2911392405063293,5.5268354430379745
Prdt-2,B,15 Months,Targeted,NOVEMBER,25033,3604,118,24902.67,NVIPC640-Recall-TG,3.2741398446170926,6.909730854605993
Prdt-2,B,15 Months,Control,NOVEMBER,1368,207,6,2554.69,NVIPC644-Recall-CG,2.898550724637681,12.341497584541063
Prdt-2,B,15 Months,Targeted,NOVEMBER,12326,1678,36,10272.15,NVIPC644-Recall-TG,2.1454112038140645,6.121662693682956
Prdt-2,B,15 Months,Control,NOVEMBER,1344,167,5,1890.21,NVIPC645-Recall-CG,2.9940119760479043,11.318622754491019
Prdt-2,B,15 Months,Targeted,NOVEMBER,12110,1689,58,16649.53,NVIPC645-Recall-TG,3.433984606275903,9.857625814091177
Prdt-2,B,15 Months,Control,NOVEMBER,713,111,1,802.95,NVIPC646-Recall-CG,0.9009009009009009,7.233783783783784
Prdt-2,B,15 Months,Targeted,NOVEMBER,6434,862,21,5945.21,NVIPC646-Recall-TG,2.436194895591647,6.896995359628771
Prdt-2,B,15 Months,Control,NOVEMBER,422,94,3,1203.98,NVIPC647-Recall-CG,3.1914893617021276,12.808297872340425
Prdt-2,B,15 Months,Targeted,NOVEMBER,3813,686,7,2648.16,NVIPC647-Recall-TG,1.0204081632653061,3.8602915451895043
Prdt-2,B,15 Months,Control,NOVEMBER,2318,316,9,1666.46,NVIPC650-Recall-CG,2.848101265822785,5.273607594936709
Prdt-2,B,15 Months,Targeted,NOVEMBER,20877,2875,94,17855.17,NVIPC650-Recall-TG,3.269565217391304,6.210493913043478
Prdt-2,B,15 Months,Control,NOVEMBER,1816,275,4,562.97,NVIPC651-Recall-CG,1.4545454545454546,2.0471636363636363
Prdt-2,B,15 Months,Targeted,NOVEMBER,16366,2559,66,11988.72,NVIPC651-Recall-TG,2.5791324736225087,4.684923798358733
Prdt-2,B,18 Months,Control,NOVEMBER,2779,321,4,735.41,NVIPC640-Recall-CG,1.2461059190031152,2.2909968847352022
Prdt-2,B,18 Months,Control,NOVEMBER,2779,407,12,1471.28,NVIPC640-Recall-CG,2.9484029484029484,3.614938574938575
Prdt-2,B,18 Months,Targeted,NOVEMBER,25033,2733,64,11771.6,NVIPC640-Recall-TG,2.341748993779729,4.307208196121478
Prdt-2,B,18 Months,Targeted,NOVEMBER,25033,3710,87,17292.06,NVIPC640-Recall-TG,2.345013477088949,4.660932614555256
Prdt-2,B,18 Months,Control,NOVEMBER,1368,196,8,1742.79,NVIPC644-Recall-CG,4.081632653061225,8.891785714285714
Prdt-2,B,18 Months,Control,NOVEMBER,1368,154,4,1173.09,NVIPC644-Recall-CG,2.5974025974025974,7.617467532467532
Prdt-2,B,18 Months,Targeted,NOVEMBER,12326,1784,57,20061.93,NVIPC644-Recall-TG,3.195067264573991,11.245476457399104
Prdt-2,B,18 Months,Targeted,NOVEMBER,12326,1504,44,14683.84,NVIPC644-Recall-TG,2.925531914893617,9.763191489361702
Prdt-2,B,18 Months,Control,NOVEMBER,1344,208,3,1050.98,NVIPC645-Recall-CG,1.4423076923076923,5.052788461538461
Prdt-2,B,18 Months,Control,NOVEMBER,1344,155,9,3481.52,NVIPC645-Recall-CG,5.806451612903226,22.46141935483871
Prdt-2,B,18 Months,Targeted,NOVEMBER,12110,1537,39,14267.73,NVIPC645-Recall-TG,2.5374105400130125,9.282843201040988
Prdt-2,B,18 Months,Targeted,NOVEMBER,12110,1726,48,15386.17,NVIPC645-Recall-TG,2.7809965237543453,8.914351100811125
Prdt-2,B,18 Months,Control,NOVEMBER,713,77,0,0.0,NVIPC646-Recall-CG,0.0,0.0
Prdt-2,B,18 Months,Control,NOVEMBER,713,90,3,974.31,NVIPC646-Recall-CG,3.3333333333333335,10.825666666666667
Prdt-2,B,18 Months,Targeted,NOVEMBER,6434,783,20,5438.63,NVIPC646-Recall-TG,2.554278416347382,6.945887611749681
Prdt-2,B,18 Months,Targeted,NOVEMBER,6434,826,24,6992.56,NVIPC646-Recall-TG,2.9055690072639226,8.465569007263923
Prdt-2,B,18 Months,Control,NOVEMBER,422,50,3,946.43,NVIPC647-Recall-CG,6.0,18.9286
Prdt-2,B,18 Months,Control,NOVEMBER,422,63,5,1512.9,NVIPC647-Recall-CG,7.936507936507936,24.014285714285716
Prdt-2,B,18 Months,Targeted,NOVEMBER,3813,433,6,1615.31,NVIPC647-Recall-TG,1.3856812933025404,3.7305080831408777
Prdt-2,B,18 Months,Targeted,NOVEMBER,3813,627,14,5132.45,NVIPC647-Recall-TG,2.2328548644338118,8.185725677830941
Prdt-2,B,18 Months,Control,NOVEMBER,2318,258,8,1603.84,NVIPC650-Recall-CG,3.10077519379845,6.216434108527132
Prdt-2,B,18 Months,Control,NOVEMBER,2318,343,11,1972.89,NVIPC650-Recall-CG,3.206997084548105,5.751865889212828
Prdt-2,B,18 Months,Targeted,NOVEMBER,20877,3102,98,23209.31,NVIPC650-Recall-TG,3.1592520954223082,7.482047066408769
Prdt-2,B,18 Months,Targeted,NOVEMBER,20877,2311,53,10436.32,NVIPC650-Recall-TG,2.293379489398529,4.515932496754652
Prdt-2,B,18 Months,Control,NOVEMBER,1816,203,2,295.0,NVIPC651-Recall-CG,0.9852216748768473,1.4532019704433496
Prdt-2,B,18 Months,Control,NOVEMBER,1816,253,13,3607.86,NVIPC651-Recall-CG,5.138339920948617,14.260316205533597
Prdt-2,B,18 Months,Targeted,NOVEMBER,16366,2419,41,7183.77,NVIPC651-Recall-TG,1.694915254237288,2.9697271599834645
Prdt-2,B,18 Months,Targeted,NOVEMBER,16366,1863,29,6398.65,NVIPC651-Recall-TG,1.556629092860977,3.434594739667203
Prdt-2,B,21 Months,Control,NOVEMBER,2779,402,15,3196.13,NVIPC640-Recall-CG,3.731343283582089,7.950572139303483
Prdt-2,B,21 Months,Targeted,NOVEMBER,25033,3938,110,25577.43,NVIPC640-Recall-TG,2.793296089385475,6.495030472320975
Prdt-2,B,21 Months,Control,NOVEMBER,1368,182,5,1115.03,NVIPC644-Recall-CG,2.7472527472527473,6.126538461538462
Prdt-2,B,21 Months,Targeted,NOVEMBER,12326,1766,47,15331.39,NVIPC644-Recall-TG,2.6613816534541335,8.681421291053228
Prdt-2,B,21 Months,Control,NOVEMBER,1344,193,4,1065.87,NVIPC645-Recall-CG,2.072538860103627,5.522642487046632
Prdt-2,B,21 Months,Targeted,NOVEMBER,12110,1738,45,15733.6,NVIPC645-Recall-TG,2.5891829689298045,9.05270425776755
Prdt-2,B,21 Months,Control,NOVEMBER,713,120,0,0.0,NVIPC646-Recall-CG,0.0,0.0
Prdt-2,B,21 Months,Targeted,NOVEMBER,6434,999,17,5640.21,NVIPC646-Recall-TG,1.7017017017017018,5.645855855855856
Prdt-2,B,21 Months,Control,NOVEMBER,422,60,0,0.0,NVIPC647-Recall-CG,0.0,0.0
Prdt-2,B,21 Months,Targeted,NOVEMBER,3813,486,9,2489.08,NVIPC647-Recall-TG,1.8518518518518516,5.12156378600823
Prdt-2,B,21 Months,Control,NOVEMBER,2318,297,6,971.15,NVIPC650-Recall-CG,2.0202020202020203,3.26986531986532
Prdt-2,B,21 Months,Targeted,NOVEMBER,20877,2974,65,11874.47,NVIPC650-Recall-TG,2.1856086079354404,3.9927605917955615
Prdt-2,B,21 Months,Control,NOVEMBER,1816,271,6,1151.48,NVIPC651-Recall-CG,2.214022140221402,4.249003690036901
Prdt-2,B,21 Months,Targeted,NOVEMBER,16366,2510,41,8058.83,NVIPC651-Recall-TG,1.6334661354581674,3.2106892430278884
Prdt-2,B,24 Months,Control,NOVEMBER,2779,266,6,1910.28,NVIPC640-Recall-CG,2.2556390977443606,7.181503759398496
Prdt-2,B,24 Months,Control,NOVEMBER,2779,351,9,1986.15,NVIPC640-Recall-CG,2.564102564102564,5.658547008547009
Prdt-2,B,24 Months,Targeted,NOVEMBER,25033,2317,56,13245.67,NVIPC640-Recall-TG,2.416918429003021,5.7167328441950795
Prdt-2,B,24 Months,Targeted,NOVEMBER,25033,3000,77,16793.98,NVIPC640-Recall-TG,2.566666666666667,5.597993333333333
Prdt-2,B,24 Months,Control,NOVEMBER,1368,120,2,583.77,NVIPC644-Recall-CG,1.6666666666666667,4.86475
Prdt-2,B,24 Months,Control,NOVEMBER,1368,166,6,1305.69,NVIPC644-Recall-CG,3.614457831325301,7.865602409638554
Prdt-2,B,24 Months,Targeted,NOVEMBER,12326,1104,37,14938.95,NVIPC644-Recall-TG,3.3514492753623193,13.531657608695653
Prdt-2,B,24 Months,Targeted,NOVEMBER,12326,1473,40,13731.89,NVIPC644-Recall-TG,2.7155465037338766,9.322396469789545
Prdt-2,B,24 Months,Control,NOVEMBER,1344,170,5,1427.1,NVIPC645-Recall-CG,2.941176470588235,8.394705882352941
Prdt-2,B,24 Months,Control,NOVEMBER,1344,126,9,2333.36,NVIPC645-Recall-CG,7.142857142857142,18.51873015873016
Prdt-2,B,24 Months,Targeted,NOVEMBER,12110,1113,37,14350.86,NVIPC645-Recall-TG,3.324348607367475,12.893854447439354
Prdt-2,B,24 Months,Targeted,NOVEMBER,12110,1382,43,14750.95,NVIPC645-Recall-TG,3.1114327062228653,10.67362518089725
Prdt-2,B,24 Months,Control,NOVEMBER,713,59,1,228.62,NVIPC646-Recall-CG,1.694915254237288,3.874915254237288
Prdt-2,B,24 Months,Control,NOVEMBER,713,86,0,0.0,NVIPC646-Recall-CG,0.0,0.0
Prdt-2,B,24 Months,Targeted,NOVEMBER,6434,770,14,5434.86,NVIPC646-Recall-TG,1.8181818181818181,7.05825974025974
Prdt-2,B,24 Months,Targeted,NOVEMBER,6434,582,14,3831.5,NVIPC646-Recall-TG,2.405498281786942,6.583333333333333
Prdt-2,B,24 Months,Control,NOVEMBER,422,27,1,2.99,NVIPC647-Recall-CG,3.7037037037037033,0.11074074074074075
Prdt-2,B,24 Months,Control,NOVEMBER,422,38,1,30.0,NVIPC647-Recall-CG,2.631578947368421,0.7894736842105263
Prdt-2,B,24 Months,Targeted,NOVEMBER,3813,424,7,1535.85,NVIPC647-Recall-TG,1.650943396226415,3.6222877358490564
Prdt-2,B,24 Months,Targeted,NOVEMBER,3813,228,5,1461.97,NVIPC647-Recall-TG,2.1929824561403506,6.412149122807017
Prdt-2,B,24 Months,Control,NOVEMBER,2318,294,7,1807.03,NVIPC650-Recall-CG,2.380952380952381,6.146360544217687
Prdt-2,B,24 Months,Control,NOVEMBER,2318,233,3,414.92,NVIPC650-Recall-CG,1.2875536480686696,1.7807725321888412
Prdt-2,B,24 Months,Targeted,NOVEMBER,20877,2505,65,12433.07,NVIPC650-Recall-TG,2.5948103792415167,4.963301397205589
Prdt-2,B,24 Months,Targeted,NOVEMBER,20877,2074,37,7995.57,NVIPC650-Recall-TG,1.7839922854387655,3.8551446480231437
Prdt-2,B,24 Months,Control,NOVEMBER,1816,236,5,1633.72,NVIPC651-Recall-CG,2.11864406779661,6.922542372881356
Prdt-2,B,24 Months,Control,NOVEMBER,1816,154,3,584.63,NVIPC651-Recall-CG,1.948051948051948,3.796298701298701
Prdt-2,B,24 Months,Targeted,NOVEMBER,16366,1282,27,4800.53,NVIPC651-Recall-TG,2.1060842433697347,3.7445631825273007
Prdt-2,B,24 Months,Targeted,NOVEMBER,16366,2006,35,7735.85,NVIPC651-Recall-TG,1.744765702891326,3.85635593220339
Prdt-2,B,27 Months,Control,NOVEMBER,2779,274,2,84.0,NVIPC640-Recall-CG,0.7299270072992701,0.30656934306569344
Prdt-2,B,27 Months,Targeted,NOVEMBER,25033,2441,50,12217.03,NVIPC640-Recall-TG,2.0483408439164275,5.004928308070463
Prdt-2,B,27 Months,Control,NOVEMBER,1368,128,3,1383.5,NVIPC644-Recall-CG,2.34375,10.80859375
Prdt-2,B,27 Months,Targeted,NOVEMBER,12326,1317,36,14856.15,NVIPC644-Recall-TG,2.733485193621868,11.280296127562641
Prdt-2,B,27 Months,Control,NOVEMBER,1344,137,5,1566.06,NVIPC645-Recall-CG,3.64963503649635,11.431094890510948
Prdt-2,B,27 Months,Targeted,NOVEMBER,12110,1168,31,10531.25,NVIPC645-Recall-TG,2.654109589041096,9.016481164383562
Prdt-2,B,27 Months,Control,NOVEMBER,713,71,1,349.5,NVIPC646-Recall-CG,1.4084507042253522,4.922535211267606
Prdt-2,B,27 Months,Targeted,NOVEMBER,6434,723,8,3144.3,NVIPC646-Recall-TG,1.1065006915629323,4.34896265560166
Prdt-2,B,27 Months,Control,NOVEMBER,422,31,0,0.0,NVIPC647-Recall-CG,0.0,0.0
Prdt-2,B,27 Months,Targeted,NOVEMBER,3813,274,4,1330.79,NVIPC647-Recall-TG,1.4598540145985401,4.856897810218978
Prdt-2,B,27 Months,Control,NOVEMBER,2318,232,4,559.38,NVIPC650-Recall-CG,1.7241379310344827,2.4111206896551725
Prdt-2,B,27 Months,Targeted,NOVEMBER,20877,2012,47,9361.94,NVIPC650-Recall-TG,2.3359840954274356,4.653051689860836
Prdt-2,B,27 Months,Control,NOVEMBER,1816,170,2,688.87,NVIPC651-Recall-CG,1.1764705882352942,4.052176470588235
Prdt-2,B,27 Months,Targeted,NOVEMBER,16366,1506,33,5665.08,NVIPC651-Recall-TG,2.1912350597609564,3.7616733067729085
Prdt-2,B,12 Months,Control,OCTOBER,8985,442,50,9588.36,NVIPC640-EG SV Rec,11.312217194570136,21.693122171945703
Prdt-2,B,12 Months,Targeted,OCTOBER,80934,3845,371,79811.4,NVIPC640-EG SV Rec,9.648894668400521,20.757191157347204
Prdt-2,B,12 Months,Control,OCTOBER,4629,215,21,5455.96,NVIPC644-EG MV Rec,9.767441860465116,25.376558139534882
Prdt-2,B,12 Months,Targeted,OCTOBER,41727,2075,213,71674.96,NVIPC644-EG MV Rec,10.265060240963855,34.542149397590364
Prdt-2,B,12 Months,Control,OCTOBER,4860,224,24,8491.73,NVIPC645-EG MV Rec,10.714285714285714,37.90950892857143
Prdt-2,B,12 Months,Targeted,OCTOBER,43794,2181,215,75193.92,NVIPC645-EG MV Rec,9.857863365428702,34.47680880330124
Prdt-2,B,12 Months,Control,OCTOBER,2196,123,8,1536.77,NVIPC646-TX/NV EG,6.504065040650407,12.494065040650407
Prdt-2,B,12 Months,Targeted,OCTOBER,19821,975,77,24177.57,NVIPC646-TX/NV EG,7.897435897435898,24.797507692307693
Prdt-2,B,12 Months,Control,OCTOBER,1224,70,5,2055.83,NVIPC647-CA EG MV,7.142857142857142,29.369
Prdt-2,B,12 Months,Targeted,OCTOBER,11058,684,27,7506.21,NVIPC647-CA EG MV,3.9473684210526314,10.973991228070176
Prdt-2,B,12 Months,Control,OCTOBER,7557,359,35,7052.93,NVIPC650-EG SV Rec,9.749303621169917,19.646044568245127
Prdt-2,B,12 Months,Targeted,OCTOBER,68064,3114,267,52157.85,NVIPC650-EG SV Rec,8.574181117533719,16.74947013487476
Prdt-2,B,12 Months,Control,OCTOBER,5604,309,20,3209.34,NVIPC651-TX/NV/CA,6.472491909385113,10.38621359223301
Prdt-2,B,12 Months,Targeted,OCTOBER,50496,2710,179,34939.27,NVIPC651-TX/NV/CA,6.605166051660516,12.892719557195571
Prdt-2,B,15 Months,Control,OCTOBER,2995,500,15,2645.35,NVIPC640-EG SV Rec,3.0,5.2907
Prdt-2,B,15 Months,Targeted,OCTOBER,26978,4251,102,22539.41,NVIPC640-EG SV Rec,2.399435426958363,5.302143025170548
Prdt-2,B,15 Months,Control,OCTOBER,1543,218,8,2442.39,NVIPC644-EG MV Rec,3.669724770642202,11.203623853211008
Prdt-2,B,15 Months,Targeted,OCTOBER,13909,1974,56,15733.59,NVIPC644-EG MV Rec,2.8368794326241136,7.9704103343465045
Prdt-2,B,15 Months,Control,OCTOBER,1620,250,6,2239.02,NVIPC645-EG MV Rec,2.4,8.95608
Prdt-2,B,15 Months,Targeted,OCTOBER,14598,2119,62,17629.61,NVIPC645-EG MV Rec,2.92590844738084,8.31977819726286
Prdt-2,B,15 Months,Control,OCTOBER,732,98,2,518.8,NVIPC646-TX/NV EG,2.0408163265306123,5.293877551020408
Prdt-2,B,15 Months,Targeted,OCTOBER,6607,965,20,7121.5,NVIPC646-TX/NV EG,2.072538860103627,7.379792746113989
Prdt-2,B,15 Months,Control,OCTOBER,408,85,1,671.37,NVIPC647-CA EG MV,1.1764705882352942,7.898470588235294
Prdt-2,B,15 Months,Targeted,OCTOBER,3686,718,9,1979.78,NVIPC647-CA EG MV,1.2534818941504178,2.7573537604456826
