prdt_type,campaign_month,milestone,cust_segment,total_customers,expected_responses,avg_score
Prdt-2,AUGUST,21 Months,EGRecallSV20,1,0.91,0.91
Prdt-2,AUGUST,12 Months,EGRecall12EmployedControl,1,0.91,0.91
Prdt-2,JUNE,21 Months,EGRecall21Promo,1,0.91,0.91
Prdt-1,OCTOBER,15 Months,NVIPC119-Combined-TG,1,0.91,0.91
Prdt-2,OCTOBER,12 Months,DrStoreRecall-TG,1,0.91,0.91
Prdt-1,AUGUST,18 Months,CLClubInvite18,1,0.91,0.91
Prdt-2,JULY,18 Months,EGRecallSV16TXNVCA,1,0.91,0.91
Prdt-2,AUGUST,27 Months,EGRecallSV26TXNVCA,1,0.9,0.9
Prdt-1,AUGUST,21 Months,CLClubInvite21,1,0.9,0.9
Prdt-1,JUNE,12 Months,CLRecall12-EmployedControl,1,0.9,0.9
Prdt-2,JUNE,24 Months,Recall24EGExamOnly,1,0.9,0.9
Prdt-1,AUGUST,12 Months,CLRecall12Exam,1,0.9,0.9
Prdt-2,JANUARY,21 Months,NVIPC764-Recall-TG,1,0.9,0.9
Prdt-2,JANUARY,15 Months,NVIPC640-Recall-CG,1,0.8966666666666666,0.8966666666666666
Prdt-2,JULY,24 Months,EGRecall24Employed,1,0.8957142857142857,0.8957142857142857
Prdt-2,JUNE,24 Months,EGRecall24EmployedControl,1,0.8925,0.8925
Prdt-2,AUGUST,27 Months,EGRecall27Promo,1,0.89,0.89
Prdt-1,NOVEMBER,24 Months,NVIPC637-Recall-TG,1,0.89,0.89
Prdt-2,AUGUST,12 Months,EGRecallMV12Control,1,0.89,0.89
Prdt-2,AUGUST,18 Months,EGRecallSV16Control,1,0.89,0.89
Prdt-2,JUNE,27 Months,Recall27EGExamOnly,1,0.89,0.89
Prdt-2,JUNE,18 Months,EGRecall18Exam,1,0.89,0.89
Prdt-1,AUGUST,12 Months,CLRecall12LeasedControl,1,0.89,0.89
Prdt-1,AUGUST,21 Months,ClubReminder21,1,0.89,0.89
Prdt-2,MAY,12 Months,EGRecall12FSControl,1,0.89,0.89
Prdt-2,AUGUST,18 Months,EGRecallMV18,1,0.89,0.89
Prdt-2,JULY,18 Months,EGRecall18Employed,1,0.89,0.89
Prdt-1,JANUARY,15 Months,NVIPC636-Recall-TG,1,0.8883333333333334,0.8883333333333334
Prdt-2,DECEMBER,21 Months,NVIPC646-Recall-TG,1,0.8833333333333333,0.8833333333333333
Prdt-2,JUNE,24 Months,EGRecall24LeasedControl,1,0.88,0.88
Prdt-2,DECEMBER,21 Months,NVIPC647-Recall-TG,1,0.88,0.88
Prdt-2,AUGUST,12 Months,EGRecallMV12CA,1,0.88,0.88
Prdt-2,JULY,21 Months,EGRecall20Leased,1,0.88,0.88
Prdt-1,JUNE,12 Months,CLRecall12Exam,1,0.88,0.88
Prdt-2,NOVEMBER,21 Months,NVIPC764-Recall-TG,1,0.88,0.88
Prdt-2,JUNE,12 Months,EGRecall12FSControl,1,0.88,0.88
Prdt-2,JULY,27 Months,EGRecallMV26TXNV,1,0.88,0.88
Prdt-2,APRIL,24 Months,EGRecall24Promo,1,0.88,0.88
Prdt-2,MAY,18 Months,EGRecall16LeasedControl,1,0.88,0.88
Prdt-2,JUNE,24 Months,EGRecallMV24Control,1,0.88,0.88
Prdt-2,AUGUST,21 Months,EGRecallMV20,1,0.88,0.88
Prdt-2,MAY,27 Months,EGRecall27Employeded,1,0.8783333333333333,0.8783333333333333
Prdt-2,MAY,27 Months,EGRecall27NONFS-Test,1,0.8783333333333333,0.8783333333333333
Prdt-2,JULY,12 Months,EGRecall12EmployedControl,1,0.8775,0.8775
Prdt-2,MAY,21 Months,EGRecall20LeasedControl,1,0.8766666666666667,0.8766666666666667
Prdt-1,JULY,27 Months,CLRecall27-Employed,1,0.8725,0.8725
Prdt-2,JULY,21 Months,EGRecallSV20,1,0.87,0.87
Prdt-1,JUNE,15 Months,CLRecall15,1,0.87,0.87
Prdt-2,JULY,12 Months,EGRecall12LeasedControl,1,0.87,0.87
Prdt-1,JUNE,15 Months,ClubReminder15,1,0.87,0.87
Prdt-2,AUGUST,12 Months,EGRecall12FSControl,1,0.87,0.87
Prdt-1,DECEMBER,18 Months,NVIPC764-Recall-TG,1,0.87,0.87
Prdt-2,OCTOBER,21 Months,NVIPC119-Combined-TG,1,0.87,0.87
Prdt-2,JUNE,27 Months,EGRecall27Promo,1,0.87,0.87
Prdt-2,DECEMBER,27 Months,NVIPC646-Recall-TG,1,0.87,0.87
Prdt-1,JANUARY,21 Months,NVIPC635-Recall-TG,1,0.87,0.87
Prdt-1,JULY,12 Months,CLRecall12Control,1,0.87,0.87
Prdt-2,MAY,24 Months,EGRecall24EmployedControl,1,0.87,0.87
Prdt-1,JUNE,24 Months,CLClubInvite24,1,0.87,0.87
Prdt-2,JUNE,24 Months,EGRecall22LeasedControl,1,0.8625,0.8625
Prdt-2,AUGUST,24 Months,EGRecall24LeasedControl,1,0.86,0.86
Prdt-1,MAY,12 Months,CLRecall12-EmployedControl,1,0.86,0.86
Prdt-2,NOVEMBER,12 Months,NVIPC646-Recall-TG,1,0.86,0.86
Prdt-2,JUNE,27 Months,EGRecall26LeasedControl,1,0.86,0.86
Prdt-2,JUNE,12 Months,EGRecallMV12Control,1,0.86,0.86
Prdt-2,AUGUST,12 Months,EGRecall12LeasedControl,1,0.86,0.86
Prdt-2,JULY,24 Months,EGRecall24LeasedControl,1,0.86,0.86
Prdt-1,JUNE,21 Months,CLClubInvite21,1,0.86,0.86
Prdt-2,MAY,12 Months,EGRecall12EmployedControl,1,0.86,0.86
Prdt-1,AUGUST,12 Months,CLRecall12Control,1,0.86,0.86
Prdt-2,AUGUST,24 Months,EGRecallMV24Control,1,0.86,0.86
Prdt-2,AUGUST,18 Months,EGRecall18Promo,1,0.86,0.86
Prdt-2,JULY,24 Months,EGRecall22LeasedControl,1,0.855,0.855
Prdt-2,JUNE,21 Months,EGRecall20LeasedControl,1,0.855,0.855
Prdt-2,NOVEMBER,21 Months,NVIPC640-Recall-TG,1,0.85,0.85
Prdt-1,JULY,15 Months,CLRecall15LeasedControl,1,0.85,0.85
Prdt-1,JULY,18 Months,Recall18CLExamOnly,1,0.85,0.85
Prdt-2,JULY,21 Months,EGRecallMV20,1,0.85,0.85
Prdt-1,MAY,21 Months,CLRecall21Exam,1,0.85,0.85
Prdt-1,NOVEMBER,18 Months,NVIPC637-Recall-TG,1,0.85,0.85
Prdt-2,AUGUST,27 Months,EGRecall26LeasedControl,1,0.85,0.85
Prdt-2,AUGUST,24 Months,EGRecall24EmployedControl,1,0.8483333333333333,0.8483333333333333
Prdt-2,DECEMBER,21 Months,NVIPC640-Recall-CG,1,0.8476190476190476,0.8476190476190476
Prdt-2,JULY,15 Months,EGRecall15EmployedControl,1,0.8475,0.8475
Prdt-2,JULY,15 Months,EGRecall14LeasedControl,1,0.845,0.845
Prdt-2,JULY,27 Months,EGRecall26LeasedControl,1,0.8433333333333334,0.8433333333333334
Prdt-2,JULY,18 Months,EGRecall18EmployedControl,1,0.8425,0.8425
Prdt-1,AUGUST,15 Months,CLRecall15LeasedControl,1,0.84,0.84
Prdt-1,JANUARY,12 Months,NVIPC636-Recall-TG,1,0.84,0.84
Prdt-1,AUGUST,21 Months,CLRecall21Exam,1,0.84,0.84
Prdt-1,JULY,12 Months,CLRecall12LeasedControl,1,0.84,0.84
Prdt-2,JULY,18 Months,EGRecallSV16Control,1,0.8366666666666667,0.8366666666666667
Prdt-2,JULY,18 Months,EGRecall16LeasedControl,1,0.83,0.83
Prdt-2,OCTOBER,24 Months,DrStoreRecall-TG,1,0.83,0.83
Prdt-2,AUGUST,21 Months,EGRecall20LeasedControl,1,0.83,0.83
Prdt-2,JUNE,12 Months,EGRecallSV12Control,1,0.83,0.83
Prdt-2,JUNE,27 Months,EGW_Pre_RecallEM_Control,1,0.83,0.83
Prdt-2,NOVEMBER,12 Months,NVIPC647-Recall-TG,1,0.8220000000000001,0.8220000000000001
Prdt-2,MAY,12 Months,EGRecall12LeasedControl,1,0.82,0.82
Prdt-2,MAY,18 Months,EGRecall18EmployedControl,1,0.82,0.82
Prdt-2,MAY,27 Months,EGRecall27Exam,1,0.82,0.82
Prdt-1,JANUARY,21 Months,NVIPC764-Recall-TG,1,0.82,0.82
Prdt-2,MAY,27 Months,EGRecall27EmployedControl,1,0.82,0.82
Prdt-2,JULY,12 Months,EGRecallMV12Control,1,0.82,0.82
Prdt-1,JUNE,12 Months,CLRecall12Control,1,0.82,0.82
Prdt-2,AUGUST,24 Months,EGRecallSV24Control,1,0.82,0.82
Prdt-2,JANUARY,12 Months,NVIPC640-Recall-CG,1,0.8166666666666665,0.8166666666666665
Prdt-2,MAY,18 Months,EGRecall18LeasedControl,1,0.8116666666666668,0.8116666666666668
Prdt-1,APRIL,12 Months,CLRecall12Exam,1,0.81,0.81
Prdt-2,JUNE,24 Months,EGRecallSV24Control,1,0.81,0.81
Prdt-1,JUNE,15 Months,CLRecall15Exam,1,0.81,0.81
Prdt-2,AUGUST,18 Months,EGRecallMV18TXNV,1,0.81,0.81
Prdt-2,AUGUST,18 Months,EGRecall18LeasedControl,1,0.81,0.81
Prdt-1,DECEMBER,21 Months,NVIPC635-Recall-TG,1,0.81,0.81
Prdt-2,AUGUST,15 Months,EGRecallSV14Control,1,0.81,0.81
Prdt-2,JANUARY,18 Months,NVIPC650-Recall-CG,2,0.8096666666666665,0.40483333333333327
Prdt-1,OCTOBER,24 Months,NVIPC634-CL Invite,2,0.8066666666666665,0.40333333333333327
Prdt-1,DECEMBER,18 Months,NVIPC637-ClubRecal,2,0.806,0.403
Prdt-2,JANUARY,15 Months,NVIPC646-Recall-TG,1,0.805,0.805
Prdt-2,DECEMBER,12 Months,NVIPC640-Recall-CG,1,0.8016666666666665,0.8016666666666665
Prdt-2,MAY,12 Months,EGRecall12Promo,1,0.8,0.8
Prdt-2,MAY,24 Months,EGRecall22LeasedControl,1,0.8,0.8
Prdt-2,JUNE,18 Months,EGRecallSV16Control,1,0.8,0.8
Prdt-1,DECEMBER,12 Months,NVIPC764-Recall-TG,1,0.8,0.8
Prdt-2,JULY,21 Months,EGRecallSV20TXNVCA,1,0.8,0.8
Prdt-2,JANUARY,12 Months,NVIPC647-Recall-TG,1,0.7966666666666665,0.7966666666666665
Prdt-2,AUGUST,27 Months,EGRecall27EmployedControl,1,0.794,0.794
Prdt-1,AUGUST,18 Months,CLRecall18,1,0.79,0.79
Prdt-1,AUGUST,12 Months,CLRecall12Promo,1,0.79,0.79
Prdt-1,OCTOBER,12 Months,DrStoreRecall-TG,1,0.79,0.79
Prdt-2,APRIL,21 Months,EGRecall21Promo,1,0.79,0.79
Prdt-2,JANUARY,12 Months,NVIPC644-Recall-CG,1,0.79,0.79
Prdt-1,DECEMBER,21 Months,NVIPC634-Recall-TG,1,0.79,0.79
Prdt-2,JUNE,15 Months,EGRecall14LeasedControl,1,0.79,0.79
Prdt-2,MAY,15 Months,EGRecall15EmployedControl,1,0.7866666666666667,0.7866666666666667
Prdt-2,JUNE,18 Months,EGRecall16LeasedControl,1,0.7816666666666666,0.7816666666666666
Prdt-2,JULY,12 Months,EGRecallSV12Control,1,0.78,0.78
Prdt-2,OCTOBER,27 Months,NVIPC119-Combined-TG,1,0.78,0.78
Prdt-2,JULY,12 Months,EGRecallMV12CA,1,0.78,0.78
Prdt-2,JULY,15 Months,EGRecall15Promo,1,0.78,0.78
Prdt-2,OCTOBER,21 Months,DrStoreRecall-TG,1,0.78,0.78
Prdt-2,JUNE,27 Months,EGRecall27EmployedControl,1,0.775,0.775
Prdt-2,DECEMBER,27 Months,NVIPC647-Recall-TG,1,0.7721666666666667,0.7721666666666667
Prdt-1,JULY,12 Months,ClubReminder12Control,1,0.77,0.77
Prdt-2,JULY,24 Months,EGRecallMV24Control,1,0.77,0.77
Prdt-2,JULY,21 Months,EGRecall21Promo,1,0.77,0.77
Prdt-1,JULY,21 Months,CLRecall21Exam,1,0.77,0.77
Prdt-1,DECEMBER,12 Months,NVIPC636-Recall-TG,1,0.77,0.77
Prdt-1,MAY,18 Months,CLRecall18Exam,1,0.77,0.77
Prdt-2,OCTOBER,27 Months,-Recall Exam NV-TG,1,0.7675,0.7675
Prdt-2,JANUARY,12 Months,NVIPC650-Recall-CG,1,0.765,0.765
Prdt-1,JULY,15 Months,CLRecall15Exam,1,0.76,0.76
Prdt-1,NOVEMBER,21 Months,NVIPC635-Recall-TG,1,0.76,0.76
Prdt-2,JUNE,15 Months,EGRecallSV14Control,1,0.76,0.76
Prdt-2,JUNE,21 Months,EGRecallMV20TXNV,1,0.76,0.76
Prdt-1,MAY,15 Months,CLRecall15Exam,1,0.76,0.76
Prdt-1,NOVEMBER,21 Months,NVIPC634-Recall-TG,1,0.76,0.76
Prdt-2,AUGUST,21 Months,EGRecallSV20TXNVCA,1,0.76,0.76
Prdt-2,AUGUST,12 Months,EGRecallSV12TXNVCAControl,1,0.76,0.76
Prdt-1,DECEMBER,21 Months,NVIPC637-ClubRecal,2,0.755,0.3775
Prdt-2,JULY,27 Months,EGW_Pre_RecallEM_Control,1,0.75,0.75
Prdt-2,JULY,24 Months,EGRecallSV22Control,1,0.75,0.75
Prdt-2,JUNE,21 Months,EGRecall21EmployedControl,1,0.75,0.75
Prdt-2,OCTOBER,15 Months,NoDrStoreRecall EG-TG,1,0.75,0.75
Prdt-2,JUNE,12 Months,EGRecall12EmployedControl,1,0.74,0.74
Prdt-2,AUGUST,15 Months,EGRecall15EmployedControl,1,0.7366666666666667,0.7366666666666667
Prdt-2,JULY,24 Months,EGRecall24EmployedControl,1,0.735,0.735
Prdt-2,DECEMBER,12 Months,NVIPC650-Recall-CG,1,0.7333333333333333,0.7333333333333333
Prdt-2,JUNE,24 Months,EGRecallSV22Control,1,0.73,0.73
Prdt-1,JULY,12 Months,CLRecall12-EmployedControl,1,0.73,0.73
Prdt-1,AUGUST,12 Months,ClubReminder12Control,1,0.73,0.73
Prdt-2,JANUARY,15 Months,NVIPC644-Recall-CG,1,0.73,0.73
Prdt-2,DECEMBER,12 Months,NVIPC644-Recall-CG,1,0.73,0.73
Prdt-1,AUGUST,15 Months,CLRecall15Exam,1,0.73,0.73
Prdt-2,MAY,15 Months,EGRecall15Promo,1,0.73,0.73
Prdt-2,OCTOBER,12 Months,NVIPC119-Recall-CG,1,0.72,0.72
Prdt-1,AUGUST,24 Months,CLRecall24LeasedControl,1,0.72,0.72
Prdt-2,DECEMBER,15 Months,NVIPC650-Recall-CG,1,0.72,0.72
Prdt-2,AUGUST,18 Months,EGRecallSV18Control,1,0.72,0.72
Prdt-1,OCTOBER,15 Months,DrStoreRecall-TG,1,0.72,0.72
Prdt-2,AUGUST,24 Months,EGRecallMV22Control,1,0.72,0.72
Prdt-2,NOVEMBER,21 Months,NVIPC640-Recall-CG,1,0.71,0.71
Prdt-2,NOVEMBER,15 Months,NVIPC640-Recall-CG,1,0.71,0.71
Prdt-2,JUNE,27 Months,EGRecallSV26Control,1,0.71,0.71
Prdt-2,NOVEMBER,12 Months,NVIPC650-Recall-CG,1,0.71,0.71
Prdt-1,APRIL,18 Months,CLRecall18Exam,1,0.71,0.71
Prdt-2,JULY,27 Months,EGRecall27FS,1,0.706,0.706
Prdt-2,DECEMBER,12 Months,NVIPC764-Recall-CG,1,0.69,0.69
Prdt-2,MAY,21 Months,EGRecall21Exam,1,0.69,0.69
Prdt-2,MAY,24 Months,EGRecall24Exam,1,0.69,0.69
Prdt-2,JULY,18 Months,EGRecall18Promo,1,0.69,0.69
Prdt-2,AUGUST,27 Months,EGRecallSV26Control,1,0.69,0.69
Prdt-2,JULY,21 Months,EGRecall21EmployedControl,1,0.69,0.69
Prdt-2,JUNE,12 Months,EGRecall12LeasedControl,1,0.69,0.69
Prdt-1,JULY,21 Months,Recall21CLExamOnly,1,0.68,0.68
Prdt-1,NOVEMBER,21 Months,NVIPC637-Recall-TG,1,0.68,0.68
Prdt-1,JULY,12 Months,CLRecall12Exam,1,0.68,0.68
Prdt-2,AUGUST,24 Months,EGRecall22LeasedControl,1,0.675,0.675
Prdt-2,JUNE,12 Months,EGRecall12NONFSControl,1,0.67,0.67
Prdt-2,JULY,24 Months,EGRecallMV22CA,1,0.67,0.67
Prdt-2,MAY,15 Months,EGRecall14LeasedControl,1,0.6666666666666665,0.6666666666666665
Prdt-1,JULY,24 Months,CLRecall24Exam,1,0.66,0.66
Prdt-2,DECEMBER,12 Months,NVIPC645-Recall-CG,1,0.66,0.66
Prdt-2,AUGUST,12 Months,EGRecallSV12Control,1,0.66,0.66
Prdt-1,JULY,27 Months,CLRecall27Exam,1,0.66,0.66
Prdt-2,NOVEMBER,12 Months,NVIPC644-Recall-CG,1,0.66,0.66
Prdt-2,AUGUST,18 Months,EGRecall16LeasedControl,1,0.6516666666666666,0.6516666666666666
Prdt-2,MAY,24 Months,EGRecall24LeasedControl,1,0.65,0.65
Prdt-1,MAY,18 Months,Recall18CLExamOnly,1,0.65,0.65
Prdt-2,JANUARY,21 Months,NVIPC640-Recall-CG,1,0.6483333333333333,0.6483333333333333
Prdt-2,JUNE,24 Months,EGRecallMV22CA,1,0.64,0.64
Prdt-1,JUNE,15 Months,CLRecall15LeasedControl,1,0.64,0.64
Prdt-2,JULY,18 Months,EGRecall18LeasedControl,1,0.63,0.63
Prdt-2,JUNE,18 Months,EGRecallMV18TXNV,1,0.63,0.63
Prdt-1,APRIL,18 Months,Recall18CLExamOnly,1,0.63,0.63
Prdt-1,OCTOBER,12 Months,NoDr. CL Recall TG,1,0.63,0.63
Prdt-2,JANUARY,27 Months,NVIPC647-Recall-TG,1,0.6266666666666666,0.6266666666666666
Prdt-2,JUNE,15 Months,EGRecall15EmployedControl,1,0.6241666666666666,0.6241666666666666
Prdt-1,MAY,15 Months,CLRecall15LeasedControl,1,0.62,0.62
Prdt-1,OCTOBER,15 Months,NVIPC636-CL Recall,2,0.62,0.31
Prdt-2,JUNE,21 Months,EGRecallSV20Control,1,0.62,0.62
Prdt-1,JANUARY,12 Months,NVIPC634-Recall-CG,1,0.62,0.62
Prdt-2,JULY,27 Months,EGRecall27NONFS,2,0.62,0.31
Prdt-2,JANUARY,18 Months,NVIPC647-Recall-TG,2,0.6142857142857143,0.30714285714285716
Prdt-2,JULY,21 Months,EGRecallMV20TXNV,1,0.61,0.61
Prdt-2,JUNE,18 Months,EGRecall18EmployedControl,1,0.6091666666666666,0.6091666666666666
Prdt-1,OCTOBER,12 Months,NVIPC636-CL Recall,2,0.6000000000000001,0.30000000000000004
Prdt-1,OCTOBER,21 Months,NVIPC636-CL Recall,2,0.6,0.3
Prdt-2,JULY,15 Months,EGRecallMV14Control,1,0.59,0.59
Prdt-2,JUNE,18 Months,EGRecall18LeasedControl,1,0.5875,0.5875
Prdt-2,AUGUST,18 Months,EGRecall18EmployedControl,1,0.5816666666666667,0.5816666666666667
Prdt-2,JULY,24 Months,EGRecallSV24Control,1,0.58,0.58
Prdt-1,NOVEMBER,15 Months,NVIPC635-Recall-CG,1,0.58,0.58
Prdt-1,OCTOBER,15 Months,NoDr. CL Recall TG,1,0.57,0.57
Prdt-1,MAY,12 Months,CLRecall12Exam,1,0.56,0.56
Prdt-1,JUNE,12 Months,CLRecall12Promo,1,0.56,0.56
Prdt-1,NOVEMBER,15 Months,Recall-CG,3,0.5516666666666666,0.18388888888888888
Prdt-2,AUGUST,18 Months,EGRecall18NV,1,0.55,0.55
Prdt-2,MAY,27 Months,EGRecall26LeasedControl,1,0.55,0.55
Prdt-2,AUGUST,27 Months,EGRecall27NV,1,0.55,0.55
Prdt-1,APRIL,12 Months,CLRecall12Promo,1,0.55,0.55
Prdt-2,NOVEMBER,21 Months,NVIPC646-Recall-TG,1,0.546,0.546
Prdt-2,OCTOBER,18 Months,DrStoreRecall-TG,1,0.54,0.54
Prdt-1,OCTOBER,24 Months,NVIPC636-CL Recall,2,0.5366666666666666,0.2683333333333333
Prdt-1,DECEMBER,21 Months,Recall-CG,3,0.5316666666666666,0.1772222222222222
Prdt-2,JUNE,15 Months,EGRecall15Promo,1,0.53,0.53
Prdt-1,JULY,15 Months,CLRecallTXandCA15,1,0.53,0.53
Prdt-2,JULY,15 Months,EGRecallSV14Control,1,0.52,0.52
Prdt-2,AUGUST,27 Months,EGRecallMV26CA,1,0.52,0.52
Prdt-1,JANUARY,21 Months,NVIPC636-Recall-TG,1,0.51,0.51
Prdt-2,AUGUST,27 Months,EGW_Pre_RecallEM_Control,1,0.51,0.51
Prdt-1,NOVEMBER,15 Months,NVIPC636-Recall-TG,1,0.5,0.5
Prdt-2,DECEMBER,24 Months,NVIPC646-Recall-TG,2,0.5,0.25
Prdt-2,AUGUST,21 Months,EGRecall21NV,1,0.4925,0.4925
Prdt-1,JULY,12 Months,CLRecall12Promo,1,0.48,0.48
Prdt-2,MAY,18 Months,EGRecall18NV,1,0.48,0.48
Prdt-1,JUNE,18 Months,CLRecallTXandCA18,1,0.47,0.47
Prdt-2,AUGUST,12 Months,EGRecall12NV,1,0.47,0.47
Prdt-2,MAY,21 Months,EGRecall21EmployedControl,1,0.46,0.46
Prdt-2,OCTOBER,15 Months,NVIPC119-Recall-CG,1,0.46,0.46
Prdt-2,MAY,12 Months,EGRecall12NONFS-Test-Control,1,0.46,0.46
Prdt-1,NOVEMBER,12 Months,NVIPC636-Recall-TG,1,0.45,0.45
Prdt-2,JUNE,18 Months,EGRecallMV18CA,1,0.45,0.45
Prdt-2,OCTOBER,27 Months,Recall Employed-CG,2,0.445,0.2225
Prdt-2,AUGUST,24 Months,EGRecallMV22CA,1,0.44,0.44
Prdt-2,AUGUST,24 Months,EGRecallMV24CA,1,0.43,0.43
Prdt-2,OCTOBER,18 Months,Recall First Sight-CG,2,0.4233333333333333,0.21166666666666664
Prdt-2,JANUARY,12 Months,NVIPC646-Recall-TG,1,0.4216666666666667,0.4216666666666667
Prdt-1,APRIL,15 Months,CLRecall15Exam,1,0.42,0.42
Prdt-2,JUNE,12 Months,EGRecall12NV,1,0.42,0.42
Prdt-2,OCTOBER,12 Months,NoDrStoreRecall EG-TG,1,0.42,0.42
Prdt-2,JANUARY,27 Months,NVIPC644-Recall-CG,1,0.41666666666666674,0.41666666666666674
Prdt-2,JANUARY,24 Months,NVIPC647-Recall-TG,2,0.41555555555555557,0.20777777777777778
Prdt-2,JULY,21 Months,EGRecall21NV,1,0.4125,0.4125
Prdt-1,JUNE,21 Months,CLRecallTXandCA21,1,0.41,0.41
Prdt-2,JUNE,12 Months,EGRecallMV12CA,1,0.4,0.4
Prdt-2,JUNE,18 Months,EGRecallSV18Control,1,0.39,0.39
Prdt-2,NOVEMBER,27 Months,NVIPC644-Recall-CG,1,0.3885714285714286,0.3885714285714286
Prdt-2,NOVEMBER,27 Months,NVIPC647-Recall-TG,1,0.38857142857142857,0.38857142857142857
Prdt-2,MAY,18 Months,EGRecall18NONFS-Test-Control,1,0.3816666666666667,0.3816666666666667
Prdt-1,OCTOBER,24 Months,CL Recall Leased-CG,2,0.38,0.19
Prdt-1,JUNE,21 Months,Recall21CLExamOnly,1,0.38,0.38
Prdt-1,OCTOBER,18 Months,CL Recall Leased-CG,2,0.3786666666666666,0.1893333333333333
Prdt-1,NOVEMBER,24 Months,Recall-CG,3,0.3752142857142857,0.12507142857142858
Prdt-1,DECEMBER,15 Months,NVIPC636-Recall-TG,1,0.37,0.37
Prdt-2,JULY,18 Months,EGRecallMV18TXNV,1,0.36,0.36
Prdt-1,OCTOBER,21 Months,NVIPC119-Combined-TG,1,0.35,0.35
Prdt-1,AUGUST,27 Months,CLRecall27Exam,1,0.35,0.35
Prdt-2,AUGUST,24 Months,EGRecallSV22Control,1,0.35,0.35
Prdt-2,MAY,21 Months,EGRecall21NV,1,0.35,0.35
Prdt-1,OCTOBER,18 Months,NVIPC636-CL Recall,2,0.34,0.17
Prdt-1,AUGUST,24 Months,CLRecall24Exam,1,0.34,0.34
Prdt-2,JULY,18 Months,EGRecallSV18Control,1,0.3366666666666667,0.3366666666666667
Prdt-2,AUGUST,15 Months,EGRecall15NONFS-Control,1,0.33166666666666667,0.33166666666666667
Prdt-2,DECEMBER,15 Months,NVIPC764-Recall-CG,1,0.33,0.33
Prdt-2,MAY,27 Months,EGRecall27NV,1,0.33,0.33
Prdt-1,OCTOBER,21 Months,-Recall Employed CL-CG,2,0.32899999999999996,0.16449999999999998
Prdt-2,NOVEMBER,27 Months,NVIPC646-Recall-TG,1,0.32523809523809527,0.32523809523809527
Prdt-2,NOVEMBER,24 Months,NVIPC650-Recall-CG,2,0.32,0.16
Prdt-2,JANUARY,24 Months,NVIPC644-Recall-CG,2,0.32,0.16
Prdt-2,DECEMBER,18 Months,NVIPC644-Recall-CG,2,0.31866666666666665,0.15933333333333333
Prdt-2,DECEMBER,18 Months,NVIPC645-Recall-CG,2,0.3133333333333333,0.15666666666666665
Prdt-2,AUGUST,12 Months,EGRecall12NONFS-Control,1,0.31,0.31
Prdt-2,APRIL,15 Months,EGRecall15Promo,1,0.31,0.31
Prdt-2,AUGUST,24 Months,EGRecallSV24TXNVCAControl,1,0.31,0.31
Prdt-2,AUGUST,24 Months,EGRecallMV24TXNVControl,1,0.31,0.31
Prdt-2,OCTOBER,27 Months,DrStoreRecall-TG,1,0.31,0.31
Prdt-2,MAY,24 Months,EGRecall24Promo,1,0.31,0.31
Prdt-1,JUNE,15 Months,CLRecallTXandCA15,1,0.3,0.3
Prdt-2,JULY,21 Months,EGRecallSV20Control,1,0.3,0.3
Prdt-1,JUNE,18 Months,Recall18CLExamOnly,1,0.3,0.3
Prdt-2,DECEMBER,15 Months,NVIPC640-Recall-CG,1,0.295,0.295
Prdt-2,AUGUST,27 Months,EGRecall27NONFS-Control,1,0.294,0.294
Prdt-2,MAY,27 Months,EGRecall27Promo,1,0.29,0.29
Prdt-1,AUGUST,24 Months,CLRecall24Promo,1,0.29,0.29
Prdt-2,JUNE,24 Months,EGRecallMV24CA,1,0.29,0.29
Prdt-2,OCTOBER,21 Months,-Recall Exam NV-TG,2,0.29,0.145
Prdt-1,NOVEMBER,12 Months,NVIPC635-Recall-CG,1,0.29,0.29
Prdt-1,JUNE,24 Months,CLRecall24Exam,1,0.29,0.29
Prdt-2,JANUARY,15 Months,NVIPC647-Recall-TG,1,0.285,0.285
Prdt-1,AUGUST,18 Months,CLRecall18Exam,1,0.28,0.28
Prdt-1,OCTOBER,21 Months,DrStoreRecall-TG,1,0.28,0.28
Prdt-2,AUGUST,27 Months,EGRecallMV26TXNV,1,0.28,0.28
Prdt-2,OCTOBER,18 Months,NVIPC646-TX/NV EG,4,0.28,0.07
Prdt-1,JANUARY,24 Months,NVIPC636-Recall-TG,1,0.28,0.28
Prdt-2,NOVEMBER,18 Months,NVIPC650-Recall-CG,2,0.2783333333333333,0.13916666666666666
Prdt-2,JUNE,24 Months,EGRecall24NVControl,1,0.2725,0.2725
Prdt-1,JUNE,27 Months,CLRecall27Exam,1,0.27,0.27
Prdt-1,NOVEMBER,18 Months,Recall-CG,3,0.2693787878787879,0.0897929292929293
Prdt-1,OCTOBER,18 Months,-Recall Employed CL-CG,2,0.26666666666666666,0.13333333333333333
Prdt-2,AUGUST,21 Months,EGRecallSV20Control,1,0.26,0.26
Prdt-2,AUGUST,21 Months,EGRecall21Promo,1,0.26,0.26
Prdt-2,JUNE,27 Months,EGRecallMV26TXNV,1,0.26,0.26
Prdt-2,OCTOBER,18 Months,-Recall Exam NV-TG,2,0.26,0.13
Prdt-2,JANUARY,21 Months,NVIPC647-Recall-TG,1,0.26,0.26
Prdt-1,JULY,18 Months,CLRecall18Exam,1,0.26,0.26
Prdt-2,JUNE,27 Months,EGRecall27NONFS-Control,1,0.2575,0.2575
